iter	Logloss
0	0.3667940925
1	0.2004146577
2	0.1079386199
3	0.06055390449
4	0.036252472
5	0.0229838644
6	0.01536516804
7	0.01090890604
8	0.008279359927
9	0.006690629277
10	0.005500854611
11	0.004736576836
12	0.004196574322
13	0.003835468309
14	0.003534171495
15	0.003314680511
16	0.003164330372
17	0.003039608736
18	0.002916167711
19	0.002818143534
20	0.002742186255
21	0.002688473119
22	0.002633865188
23	0.002586203411
24	0.002556073038
25	0.00252527597
26	0.002492263002
27	0.002471267701
28	0.002461266464
29	0.002446843382
30	0.002424189775
31	0.002387014427
32	0.002348692563
33	0.00232948163
34	0.002309981855
35	0.002278246867
36	0.002245527553
37	0.002204150985
38	0.002188856427
39	0.002172798176
40	0.002160055158
41	0.002142128967
42	0.002120184437
43	0.002109791889
44	0.002099512569
45	0.002090219697
46	0.002079875576
47	0.002057285002
48	0.002043912043
49	0.002032996627
50	0.002022889922
51	0.002015912172
52	0.001984497975
53	0.001968014789
54	0.001956066377
55	0.001951563661
56	0.001940910146
57	0.001932702029
58	0.001901801076
59	0.001888899387
60	0.001870935357
61	0.001854807525
62	0.001842258357
63	0.0018335435
64	0.00181824637
65	0.001804859545
66	0.001784613606
67	0.001768485505
68	0.001761651805
69	0.00174516046
70	0.001730363069
71	0.001722368347
72	0.001711212301
73	0.001695371894
74	0.001686159556
75	0.00168112206
76	0.001675379379
77	0.00167083381
78	0.001662376009
79	0.001657451538
80	0.001643196408
81	0.001637124067
82	0.001630899164
83	0.001616818482
84	0.001613500945
85	0.001603595006
86	0.001599789676
87	0.001591145097
88	0.001582542481
89	0.001576796984
90	0.001572518599
91	0.001567301383
92	0.001555849866
93	0.001547855833
94	0.001537720185
95	0.001533098517
96	0.001523524933
97	0.001513125943
98	0.001508532405
99	0.001504817904
100	0.001494025002
101	0.001484272597
102	0.00147356551
103	0.001460860718
104	0.001456538472
105	0.001452867453
106	0.001446619891
107	0.001442220988
108	0.001435843565
109	0.001426436419
110	0.0014227085
111	0.001415689461
112	0.001410936903
113	0.001404400755
114	0.001398552438
115	0.001389959617
116	0.001385298692
117	0.001379348563
118	0.001370304108
119	0.001366253982
120	0.001363380864
121	0.001353493036
122	0.001349808545
123	0.001346444383
124	0.00134084339
125	0.001334755938
126	0.001328376655
127	0.001324455413
128	0.001318864591
129	0.001315461636
130	0.001311773282
131	0.001307726592
132	0.001295800679
133	0.001292269319
134	0.001288393303
135	0.001284123151
136	0.00128138864
137	0.001279287772
138	0.001276656942
139	0.001267013383
140	0.001263970006
141	0.001261169193
142	0.00125625564
143	0.001252470834
144	0.001250344966
145	0.001249317266
146	0.001243610728
147	0.001240895994
148	0.001238703374
149	0.001235431589
150	0.001230545617
151	0.001228594084
152	0.001225860621
153	0.00122162546
154	0.001218919439
155	0.001216181885
156	0.00121469295
157	0.001209828191
158	0.001208299926
159	0.001205912997
160	0.001195787922
161	0.001193361565
162	0.001188006364
163	0.001184882357
164	0.001175380707
165	0.001171950752
166	0.001170148857
167	0.001166454114
168	0.001163921373
169	0.001157727233
170	0.001154527432
171	0.001152555592
172	0.001149513039
173	0.001148013201
174	0.001144933529
175	0.001143960223
176	0.001141221571
177	0.001139906246
178	0.001137740437
179	0.001136182704
180	0.00112538543
181	0.001122976987
182	0.001120632861
183	0.001114441262
184	0.00111138757
185	0.001109236665
186	0.001108225446
187	0.001102637288
188	0.001100671847
189	0.001098124329
190	0.001089876811
191	0.001088587877
192	0.001084491425
193	0.001083152477
194	0.001082261152
195	0.001076786062
196	0.001076055913
197	0.001074059947
198	0.001072783593
199	0.001071028936
200	0.001069895772
201	0.001065751757
202	0.001064674594
203	0.001063513547
204	0.001058279444
205	0.001055470356
206	0.001047799129
207	0.001040974341
208	0.001040209899
209	0.001039621131
210	0.001031557347
211	0.00102967329
212	0.001027966489
213	0.001026627135
214	0.001025640592
215	0.001021953195
216	0.001019137496
217	0.001016600778
218	0.001013499638
219	0.001010626691
220	0.001006817016
221	0.001004675213
222	0.001003617931
223	0.001000956119
224	0.0009991385641
225	0.0009928509007
226	0.0009896499013
227	0.0009877342665
228	0.0009809077299
229	0.0009790870491
230	0.0009777827235
231	0.0009753006243
232	0.0009742772322
233	0.0009725068343
234	0.0009707918591
235	0.0009696166122
236	0.0009654737995
237	0.0009638115911
238	0.0009608104327
239	0.0009580012531
240	0.0009572874516
241	0.0009544654304
242	0.0009513936075
243	0.0009491494795
244	0.0009454627678
245	0.0009431445778
246	0.0009425578241
247	0.0009394483435
248	0.0009387799868
249	0.0009373173396
250	0.0009356988717
251	0.0009275281925
252	0.0009265377775
253	0.0009247947765
254	0.0009210376642
255	0.0009189237398
256	0.0009175585223
257	0.0009166826003
258	0.000914013519
259	0.0009120546274
260	0.0009088944133
261	0.0009074054415
262	0.0009064629238
263	0.0009029769209
264	0.0009004806654
265	0.0008985330695
266	0.0008934311753
267	0.0008870640197
268	0.0008848896977
269	0.0008786324191
270	0.0008781877513
271	0.0008726942337
272	0.0008710286247
273	0.0008706008377
274	0.0008690741495
275	0.0008679020599
276	0.0008639646146
277	0.0008621570942
278	0.0008618776671
279	0.0008570979388
280	0.0008543838959
281	0.0008498079216
282	0.0008485810759
283	0.0008440666384
284	0.0008433635699
285	0.0008407791637
286	0.0008375379975
287	0.0008335887572
288	0.000833049224
289	0.0008317196998
290	0.0008309503312
291	0.000830422436
292	0.0008256714971
293	0.0008252666105
294	0.00082055731
295	0.0008183026347
296	0.000814479514
297	0.0008127822795
298	0.0008109783072
299	0.000809828376
300	0.0008092933686
301	0.00080753777
302	0.0008057885826
303	0.0008032159627
304	0.0008013899076
305	0.0007997783396
306	0.0007966322538
307	0.0007949374256
